,close,epoch,high,low,open
171,8444.9,1750780800,8454.6,8436.2,8436.8
172,8439.1,1750795200,8446.6,8432.7,8445.0
173,8446.1,1750809600,8448.0,8431.0,8439.2
174,8452.5,1750824000,8461.6,8445.0,8446.2
175,8488.9,1750838400,8493.6,8450.9,8452.4
176,8486.5,1750852800,8494.5,8482.9,8488.8
177,8486.1,1750867200,8493.1,8477.9,8486.4
178,8484.3,1750881600,8494.7,8476.1,8486.2
179,8463.3,1750896000,8484.9,8457.5,8484.2
180,8467.1,1750910400,8470.8,8456.0,8463.4
181,8453.5,1750924800,8468.2,8450.2,8467.0
182,8454.9,1750939200,8467.1,8449.6,8453.6
183,8449.7,1750953600,8460.4,8443.7,8455.0
184,8442.9,1750968000,8453.6,8442.1,8449.6
185,8449.5,1750982400,8460.7,8441.9,8443.0
186,8441.7,1750996800,8450.2,8435.0,8449.4
187,8433.9,1751011200,8450.2,8433.7,8441.6
188,8426.3,1751025600,8442.7,8426.0,8434.0
189,8419.3,1751040000,8432.6,8418.0,8426.4
190,8417.3,1751054400,8423.7,8411.4,8419.2
191,8418.1,1751068800,8433.1,8415.1,8417.2
192,8436.3,1751083200,8437.0,8415.4,8418.0
193,8442.9,1751097600,8457.0,8436.1,8436.4
194,8431.3,1751112000,8443.4,8431.1,8443.0
195,8442.1,1751126400,8443.9,8428.4,8431.4
196,8453.7,1751140800,8462.0,8438.5,8442.2
197,8466.7,1751155200,8474.4,8451.9,8453.6
198,8472.7,1751169600,8477.7,8458.1,8466.8
199,8472.1,1751184000,8482.0,8467.7,8472.6
200,8472.9,1751198400,8476.5,8466.0,8472.0
201,8455.7,1751212800,8481.6,8448.8,8473.0
202,8459.9,1751227200,8474.1,8454.6,8455.8
203,8467.5,1751241600,8472.0,8457.9,8460.0
204,8490.7,1751256000,8495.0,8467.4,8467.4
205,8502.3,1751270400,8506.1,8487.0,8490.8
206,8482.9,1751284800,8505.7,8482.7,8502.4
207,8488.7,1751299200,8489.1,8470.6,8482.8
208,8482.7,1751313600,8489.2,8471.8,8488.8
209,8483.7,1751328000,8487.2,8475.7,8482.6
210,8492.5,1751342400,8492.9,8479.5,8483.6
211,8496.7,1751356800,8501.4,8488.5,8492.4
212,8499.5,1751371200,8508.1,8493.7,8496.6
213,8499.7,1751385600,8508.7,8492.7,8499.4
214,8490.7,1751400000,8504.5,8484.6,8499.6
215,8480.7,1751414400,8491.8,8475.3,8490.8
216,8470.5,1751428800,8482.2,8467.4,8480.6
217,8469.7,1751443200,8482.4,8463.8,8470.6
218,8477.9,1751457600,8483.9,8469.2,8469.6
219,8453.3,1751472000,8477.9,8447.4,8477.8
220,8463.5,1751486400,8466.1,8443.8,8453.2
221,8456.3,1751500800,8467.5,8445.1,8463.6
222,8467.9,1751515200,8471.0,8455.0,8456.4
223,8453.7,1751529600,8471.8,8448.8,8468.0
224,8446.1,1751544000,8455.1,8437.3,8453.8
225,8460.5,1751558400,8470.2,8440.9,8446.0
226,8458.7,1751572800,8465.1,8453.9,8460.6
227,8470.3,1751587200,8474.5,8456.0,8458.6
228,8466.7,1751601600,8473.2,8460.6,8470.4
229,8472.3,1751616000,8488.4,8464.8,8466.6
230,8470.3,1751630400,8479.4,8466.1,8472.2
231,8476.1,1751644800,8476.8,8456.9,8470.4
232,8502.3,1751659200,8504.8,8474.2,8476.0
233,8508.9,1751673600,8515.2,8495.0,8502.2
234,8505.1,1751688000,8512.7,8498.8,8508.8
235,8504.7,1751702400,8513.4,8497.5,8505.2
236,8509.3,1751716800,8512.5,8504.2,8504.8
237,8510.5,1751731200,8514.9,8500.7,8509.4
238,8496.9,1751745600,8515.0,8492.5,8510.6
239,8501.9,1751760000,8504.9,8484.7,8497.0
240,8500.7,1751774400,8503.9,8486.5,8502.0
241,8502.7,1751788800,8512.1,8497.0,8500.6
242,8498.9,1751803200,8511.3,8494.7,8502.8
243,8486.5,1751817600,8504.3,8483.1,8498.8
244,8489.7,1751832000,8493.7,8480.9,8486.6
245,8493.5,1751846400,8500.3,8489.2,8489.8
246,8492.1,1751860800,8504.6,8488.9,8493.4
247,8472.5,1751875200,8500.1,8470.5,8492.2
248,8488.5,1751889600,8495.0,8471.4,8472.4
249,8480.7,1751904000,8496.1,8472.9,8488.4
250,8480.1,1751918400,8490.1,8476.4,8480.8
251,8479.9,1751932800,8488.2,8473.8,8480.2
252,8463.5,1751947200,8483.6,8462.3,8480.0
253,8462.5,1751961600,8465.2,8449.4,8463.4
254,8447.7,1751976000,8466.7,8442.9,8462.6
255,8452.5,1751990400,8460.2,8442.6,8447.8
256,8446.7,1752004800,8456.5,8443.4,8452.6
257,8438.9,1752019200,8450.9,8436.9,8446.6
258,8419.3,1752033600,8441.1,8419.0,8439.0
259,8426.1,1752048000,8429.7,8413.3,8419.4
260,8427.5,1752062400,8436.3,8424.1,8426.2
261,8403.1,1752076800,8430.5,8402.6,8427.4
262,8404.9,1752091200,8422.7,8400.2,8403.0
263,8430.5,1752105600,8432.5,8404.0,8404.8
264,8438.3,1752120000,8441.9,8426.1,8430.6
265,8405.9,1752134400,8440.6,8405.3,8438.2
266,8399.7,1752148800,8411.9,8397.0,8406.0
267,8381.9,1752163200,8402.4,8374.4,8399.8
268,8381.5,1752177600,8395.2,8379.0,8381.8
269,8359.9,1752192000,8383.1,8358.1,8381.6
270,8349.7,1752206400,8362.3,8343.6,8359.8
271,8338.3,1752220800,8351.9,8328.1,8349.6
272,8310.7,1752235200,8341.5,8310.4,8338.2
273,8328.5,1752249600,8329.8,8304.6,8310.6
274,8334.5,1752264000,8338.4,8326.6,8328.4
275,8321.7,1752278400,8342.1,8321.3,8334.4
276,8324.9,1752292800,8325.5,8310.0,8321.8
277,8319.7,1752307200,8325.5,8310.0,8324.8
278,8294.3,1752321600,8320.4,8291.3,8319.6
279,8290.1,1752336000,8304.3,8289.5,8294.4
280,8287.7,1752350400,8299.0,8277.4,8290.2
281,8270.1,1752364800,8290.3,8270.0,8287.6
282,8303.5,1752379200,8305.0,8270.0,8270.0
283,8272.9,1752393600,8303.8,8271.9,8303.4
284,8257.3,1752408000,8273.5,8255.0,8272.8
285,8258.3,1752422400,8260.2,8250.0,8257.2
286,8251.7,1752436800,8261.6,8250.9,8258.2
287,8255.5,1752451200,8266.1,8248.1,8251.6
288,8240.5,1752465600,8255.6,8233.9,8255.4
289,8251.3,1752480000,8252.6,8233.0,8240.4
290,8233.5,1752494400,8251.7,8232.4,8251.4
291,8239.3,1752508800,8241.6,8228.9,8233.6
292,8246.5,1752523200,8247.0,8233.8,8239.4
293,8245.9,1752537600,8256.7,8241.9,8246.4
294,8247.7,1752552000,8259.1,8244.4,8246.0
295,8246.3,1752566400,8264.3,8240.1,8247.8
296,8231.5,1752580800,8248.1,8231.2,8246.4
297,8239.1,1752595200,8245.0,8230.2,8231.6
298,8267.5,1752609600,8269.6,8239.1,8239.2
299,8255.8,1752624000,8269.7,8255.2,8267.4
